"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"クアトレフォイル","2015-04-01 00:00:00","ルーラーシップ","シャムローグ","ディープインパクト","ケイティーズギフト","牡","鹿毛　","四つ葉","大塚亮一","稲垣幸雄(美浦)","(有)松田牧場","浦河町"
"ダノンロイヤル","2015-05-19 00:00:00","エンパイアメーカー","グレイスティアラ","フジキセキ","ロイヤルティアラ","牡","鹿毛　","冠名＋王の。父のように王道を走る働きを期待して","(株)ダノックス","千田輝彦(栗東)","下河辺牧場","日高町"
"カレンエクスカリバ","2015-03-23 00:00:00","ロードカナロア","フィヨルドクルーズ","サンデーサイレンス","ライラアラウィ","牡","鹿毛　","冠名＋魔法の剣。この剣で奇跡の走りを","山口謙太郎","中尾秀正(栗東)","社台ファーム","千歳市"
"ジャスティンラヴ","2014-05-02 00:00:00","ステイゴールド","ピースオブラヴ","マイネルラヴ","ピアラプソディ","牝","黒鹿毛","正義（ラテン語）＋愛","山住勲","牧浦充徳(栗東)","チャンピオンズファーム","新ひだか町"
"アオアラシ","2014-03-19 00:00:00","アルデバラン2","ハリケーンタマ","クロフネ","エアジンクス","牝","黒鹿毛","青葉の頃に吹く風","松田整二","松下武士(栗東)","びらとり牧場","平取町"
"リーゼントシャルフ","2014-03-16 00:00:00","ディープブリランテ","ピュアティー","Woodman","L'Extra Honor","牡","鹿毛　","冠名＋鋭い（音楽用語）","三浦大輔","林徹(美浦)","社台ファーム","千歳市"
"ボナデア","2015-02-07 00:00:00","ルーラーシップ","コンコルディア","フジキセキ","コンクラーベ","牝","鹿毛　","ローマ神話に登場する女神","山上和良","中川公成(美浦)","前谷武志","新ひだか町"
"サイエン","2015-03-13 00:00:00","バゴ","トウカイルックス","サンデーサイレンス","ボブズディレンマ","牝","栗毛　","才媛","(有)二風谷ファーム","石坂公一(栗東)","二風谷ファーム","平取町"
"タガノタイト","2015-05-07 00:00:00","ハーツクライ","アップルマティーニ","Rahy","メヤディーニ","牡","鹿毛　","冠名＋ピッタリと密着している","八木良司","川村禎彦(栗東)","(有)新冠タガノファーム","新冠町"
"メイショウナスカ","2015-04-03 00:00:00","メイショウサムソン","マミモナ","ダンスインザダーク","マイミッシェル","牝","鹿毛　","冠名＋ペルーの地名","松本好雄","高橋亮(栗東)","日の出牧場","浦河町"
"マリアバローズ","2015-03-03 00:00:00","ディープインパクト","チリエージェ","サクラバクシンオー","メガミゲラン","牝","黒鹿毛","人名より＋冠名","猪熊広次","石坂正(栗東)","白井牧場","日高町"
"メイショウラバンド","2011-02-12 00:00:00","メイショウオウドウ","メイショウハナビ","メイショウドトウ","メイショウパール","牝","鹿毛　","冠名＋ラベンダー（仏）","松本好雄","石橋守(栗東)","本桐牧場","新ひだか町"
"クリノキングムーン","2011-05-26 00:00:00","アドマイヤムーン","トシザダンサー","シアトルダンサー2","ノルデンフリマー","牡","黒鹿毛","冠名＋王＋父名の一部","栗本博晴","作田誠二(栗東)","浦河小林牧場","浦河町"
"ギャラントグリフ","2013-04-08 00:00:00","ホワイトマズル","ビコーガイア","アドマイヤベガ","ビコーキャッツ","せん","黒鹿毛","雄々しい＋グリフォン（伝説上の生物）より","岡田牧雄","稲垣幸雄(美浦)","鹿戸正幸","日高町"
"ファントムグレイ","2013-04-05 00:00:00","クロフネ","ブリッツフィナーレ","ディープインパクト","ロンドンブリッジ","牡","芦毛　","幻影＋灰色","山岸桂市","杉浦宏昭(美浦)","下河辺牧場","日高町"
"フィールインラヴ","2015-06-05 00:00:00","トーセンホマレボシ","オードリーローズ","ブライアンズタイム","ヤングエブロス","牡","黒鹿毛","君に一目惚れ","大塚亮一","浅見秀一(栗東)","浦河小林牧場","浦河町"
"レッドアマポーラ","2015-05-18 00:00:00","ネオユニヴァース","レッドマロン","Aragorn","シーズガットゲイム","牝","青鹿毛","冠名＋ひなげし（西）。花言葉「感謝」","紅露純","萱野浩二(美浦)","細川農場","新冠町"
"ナンゴクユメネット","2015-04-28 00:00:00","カネヒキリ","スイートレジーナ","キンググローリアス","ノーザンウォーカー","牝","栗毛　","冠名＋夢＋ネット。私の夢を背負う","渡義光","田所秀孝(栗東)","村上牧場","新冠町"
"サンマルメジャール","2012-02-06 00:00:00","カネヒキリ","マサノメジャー","シンボリクリスエス","ピサノメジャール","牝","鹿毛　","冠名＋母母名の一部","相馬勇","山内研二(栗東)","木戸口牧場","浦河町"
"スカイソング","2014-05-02 00:00:00","ディープスカイ","ベコニングキャット","One Cool Cat","Galapagar","牝","芦毛　","父名の一部＋歌。空の歌","西村專次","古賀史生(美浦)","グラストレーニングセンター","浦河町"
"タガノエルフ","2015-03-28 00:00:00","キンシャサノキセキ","タガノレヴェントン","キングカメハメハ","フィバリッシュ","牝","黒鹿毛","冠名＋妖精","八木良司","安田隆行(栗東)","(有)新冠タガノファーム","新冠町"
"サニーレイ","2015-03-22 00:00:00","ステイゴールド","ティエッチマンボ","Kingmambo","Brought to Mind","牝","鹿毛　","曲名","橋元勇氣","野中賢二(栗東)","ノーザンファーム","安平町"
"バレーノロッソ","2015-04-07 00:00:00","ノヴェリスト","イタリアンレッド","ネオユニヴァース","バルドネキア","牡","栗毛　","赤い稲妻（伊）","(有)社台レースホース","石坂公一(栗東)","社台ファーム","千歳市"
"ミトノレインボー","2015-02-04 00:00:00","エイシンフラッシュ","ラズベリータイム","フジキセキ","レディストロベリー","牝","鹿毛　","冠名＋虹","ロイヤルパーク","武英智(栗東)","木村秀則","新ひだか町"
"コーディエライト","2015-02-02 00:00:00","ダイワメジャー","ダークサファイア","Out of Place","Darkest Star","牝","栗毛　","鉱物名","(株)Ｇ１レーシング","佐々木晶三(栗東)","ノーザンファーム","安平町"
"ブラッククローバー","2012-04-09 00:00:00","ジャングルポケット","パリスセイリュウ","サクラバクシンオー","ローランロード","牡","黒鹿毛","黒＋クローバー。幸せを運ぶ四葉のクローバー","巴山尊文","川村禎彦(栗東)","山岡牧場","新冠町"
"テルメディカラカラ","2012-02-20 00:00:00","ハービンジャー","ジョリーダンス","ダンスインザダーク","ピーターホフズパティア","牝","黒鹿毛","カラカラ浴場","小林薫","石橋守(栗東)","錦岡牧場","新冠町"
"パーリオミノル","2013-04-19 00:00:00","ディープインパクト","ヴィヴァシャスヴィヴィアン","Distorted Humor","Tuzla","牝","鹿毛　","勝利者の証（伊）＋冠名","吉岡實","北出成人(栗東)","フジワラフアーム","新ひだか町"
"ブライティアレディ","2013-04-16 00:00:00","エンパイアメーカー","ブライティアパルス","ダイタクリーヴァ","ストームサンデー","牝","青鹿毛","冠名＋淑女","小林昌志","武幸四郎(栗東)","雅牧場","平取町"
"メイソンジュニア","2014-04-25 00:00:00","Mayson","アナアメリカーナ","American Post","Ana Marie","牡","鹿毛　","父名＋息子","(株)カナヤマホールディングス","渡辺薫彦(栗東)","ノーザンファーム","安平町"
"カブキモノ","2013-05-30 00:00:00","アンライバルド","デピュティプリミエ","フレンチデピュティ","カートゥーン","牡","黒鹿毛","歌舞伎者","國分純","武市康男(美浦)","スマイルファーム","日高町"
"シースプラッシュ","2015-03-03 00:00:00","エイシンフラッシュ","シーディザーブス","サンデーサイレンス","ディフェレンテ","牡","鹿毛　","海＋跳ねる","(有)社台レースホース","本田優(栗東)","社台ファーム","千歳市"
"プリンスオブペスカ","2014-05-11 00:00:00","ハーツクライ","プリンセスペスカ","チーフベアハート","テンザンキラリ","牡","鹿毛　","王子様の＋桃（伊）。桃の王子様","山田信太郎","松永昌博(栗東)","藤原牧場","新ひだか町"
"ヴィッセン","2011-05-17 00:00:00","ディープインパクト","ダンツクレバー","ピルサドスキー","ダンツシュアー","牡","鹿毛　","知っている（独）","(有)シルクレーシング","斉藤崇史(栗東)","（有）社台コーポレーション白老ファーム","日高町"
"アグネスリバティ","2013-05-24 00:00:00","マンハッタンカフェ","アグネスラブ","ジェイドロバリー","アグネスベローナ","牡","黒鹿毛","冠名＋自由","渡辺公美子","宮本博(栗東)","社台ファーム","千歳市"
"ミルトプレスト","2014-04-11 00:00:00","アドマイヤムーン","シアトルブリッジ","スキャン","ミヤシロオーバン","牡","鹿毛　","柔らかな（音楽用語）＋きわめて速く（音楽用語）","永山勝敏","佐藤吉勝(美浦)","新井昭二","日高町"
"トーホウアルテミス","2015-03-29 00:00:00","ハーツクライ","トーホウガイア","Unbridled's Song","Agami","牝","栗毛　","冠名＋ギリシャ神話の女神","東豊物産(株)","谷潔(栗東)","竹島幸治","日高町"
"マスターコード","2014-02-18 00:00:00","ハービンジャー","コードネーム","サンデーサイレンス","トリッキーコード","牡","黒鹿毛","すべてを動作させるためのカギ","(株)Ｇ１レーシング","吉村圭司(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"ツギノイッテ","2016-04-17 00:00:00","スクワートルスクワート","エプソムアイリス","クロフネ","フォレストエンゼル","牡","黒鹿毛","次の一手。同じ市場で購入した馬の弟なので","西村新一郎","天間昭一(美浦)","織笠時男","青森県"
"ギュウホ","2016-04-19 00:00:00","ジャングルポケット","デライトシーン","サクラバクシンオー","エクラドール","牡","鹿毛　","牛歩。馬体より連想","(有)ミルファーム","田中清隆(美浦)","神垣道弘","新ひだか町"
"フレンドリボン","2016-03-05 00:00:00","トーセンホマレボシ","セイヴィングス","サクラバクシンオー","サンデーファスト","牝","鹿毛　","冠名＋リボン","横尾晴人","南田美知雄(美浦)","クリアファーム","日高町"
"ボルンタード","2016-05-01 00:00:00","キンシャサノキセキ","ゴルフガール","Kingmambo","Freesia","牡","鹿毛　","気（西）","西森功","高橋義博(美浦)","オリエント牧場","新冠町"
"サバイバルトリック","2016-04-30 00:00:00","リーチザクラウン","フリーダムガール","Boston Harbor","Silence of Night","牝","黒鹿毛","生き残りの秘訣","福田光博","根本康広(美浦)","原田牧場","日高町"
"セイウンメラビリア","2016-04-21 00:00:00","キンシャサノキセキ","ドリームシップ","アフリート","ドリームストーリー","牝","青鹿毛","冠名＋驚き（伊）","西山茂行","中舘英二(美浦)","石郷岡雅樹","新冠町"
"ステイホット","2016-03-13 00:00:00","キャプテントゥーレ","ステイアライヴ","Iffraaj","Pursuit of Life","牝","栗毛　","母名の一部＋熱い。熱い走りを期待して","小林善一","杉浦宏昭(美浦)","社台ファーム","千歳市"
"ジョガールボニート","2016-03-07 00:00:00","ベルシャザール","ウイッチ","グラスワンダー","エレンディラ","牡","青鹿毛","かっこいいサッカー選手（ブラジル語）","髙瀬真尚","相沢郁(美浦)","本間牧場","日高町"
